4805,2,Industrial
4806,1,Industrial
4807,3,Industrial
4808,3,Industrial
4809,3,Industrial
4810,2,Industrial
4811,3,Industrial
4812,3,Industrial
4813,4,Industrial
4814,2,Industrial
4815,4,Industrial
4816,3,Industrial
4817,2,Industrial
4818,3,Industrial
4819,4,Industrial
4820,2,Industrial
4821,1,Industrial
4822,3,Industrial
4823,4,Industrial
4824,3,Industrial
4825,3,Industrial
4826,4,Industrial
4827,3,Industrial
4828,1,Industrial
4829,1,Industrial
4830,2,Industrial
4831,2,Industrial
4832,3,Industrial
4833,2,Industrial
4834,4,Industrial
4835,3,Industrial
4836,2,Industrial
4837,2,Industrial
4838,2,Industrial
4839,4,Industrial
4840,2,Industrial
4841,4,Industrial
4842,3,Industrial
4843,3,Industrial
4844,3,Industrial
4845,4,Industrial
4846,2,Industrial
4847,3,Industrial
4848,3,Industrial
4849,2,Industrial
4850,1,Industrial
4901,2,Civil
4902,4,Civil
4903,3,Civil
4904,2,Civil
4905,4,Civil
4906,2,Civil
4907,4,Civil
4908,4,Civil
4909,2,Civil
4910,3,Civil
4911,3,Civil
4912,2,Civil
4913,3,Civil
4914,2,Civil
4915,1,Civil
4916,1,Civil
4917,4,Civil
4918,2,Civil
4919,4,Civil
4920,2,Civil
4921,2,Civil
4922,2,Civil
4923,3,Civil
4924,2,Civil
4925,2,Civil
4926,3,Civil
4927,3,Civil
4928,1,Civil
4929,3,Civil
4930,3,Civil
4931,3,Civil
4932,3,Civil
4933,3,Civil
4934,3,Civil
4935,3,Civil
4936,2,Civil
4937,2,Civil
4938,3,Civil
4939,2,Civil
4940,3,Civil
4941,3,Civil
4942,3,Civil
4943,4,Civil
4944,1,Civil
4945,4,Civil
4946,2,Civil
4947,2,Civil
4948,3,Civil
4949,3,Civil
4950,1,Civil
5001,3,Biotecnologia
5002,2,Biotecnologia
5003,1,Biotecnologia
5004,2,Biotecnologia
5005,3,Biotecnologia
5006,3,Biotecnologia
5007,2,Biotecnologia
5008,4,Biotecnologia
5009,3,Biotecnologia
5010,2,Biotecnologia
5011,2,Biotecnologia
5012,3,Biotecnologia
5013,4,Biotecnologia
5014,1,Biotecnologia
5015,3,Biotecnologia
5016,3,Biotecnologia
5017,3,Biotecnologia
5018,3,Biotecnologia
5019,2,Biotecnologia
5020,1,Biotecnologia
5021,1,Biotecnologia
5022,3,Biotecnologia
5023,3,Biotecnologia
5024,1,Biotecnologia
5025,4,Biotecnologia
5026,3,Biotecnologia
5027,1,Biotecnologia
5028,4,Biotecnologia
5029,1,Biotecnologia
5030,3,Biotecnologia
5031,2,Biotecnologia
5032,1,Biotecnologia
5033,1,Biotecnologia
5034,1,Biotecnologia
5035,3,Biotecnologia
5036,2,Biotecnologia
5037,2,Biotecnologia
5038,2,Biotecnologia
5039,3,Biotecnologia
5040,2,Biotecnologia
5041,3,Biotecnologia
5042,3,Biotecnologia
5043,3,Biotecnologia
5044,4,Biotecnologia
5045,1,Biotecnologia
5046,4,Biotecnologia
5047,4,Biotecnologia
5048,3,Biotecnologia
5049,2,Biotecnologia
5050,2,Biotecnologia
5101,3,Administracion
5102,3,Administracion
5103,2,Administracion
5104,2,Administracion
5105,3,Administracion
5106,1,Administracion
5107,3,Administracion
5108,2,Administracion
5109,3,Administracion
5110,3,Administracion
5111,2,Administracion
5112,2,Administracion
5113,2,Administracion
5114,1,Administracion
5115,3,Administracion
5116,4,Administracion
5117,1,Administracion
5118,1,Administracion
5119,3,Administracion
5120,3,Administracion
5121,1,Administracion
5122,2,Administracion
5123,2,Administracion
5124,2,Administracion
5125,3,Administracion
5126,3,Administracion
5127,3,Administracion
5128,2,Administracion
5129,2,Administracion
5130,2,Administracion
5131,3,Administracion
5132,4,Administracion
5133,3,Administracion
5134,2,Administracion
5135,2,Administracion
5136,4,Administracion
5137,3,Administracion
5138,3,Administracion
5139,2,Administracion
5140,2,Administracion
5141,4,Administracion
5142,1,Administracion
5143,4,Administracion
5144,2,Administracion
5145,3,Administracion
5146,2,Administracion
5147,3,Administracion
5148,4,Administracion
5149,2,Administracion
5150,2,Administracion
